"accession_update","site","sample_id","type","variant_positive","bat_age","bat_sex","bat_species","sampling_date"
"ACRED002","Redcliffe",10,"beta_2d_iv",FALSE,"sub_adult","female","ghff",2018-07-27
"ACRED002","Redcliffe",10,"beta_2d_v",FALSE,"sub_adult","female","ghff",2018-07-27
"ACRED002","Redcliffe",10,"beta_2d_vi",FALSE,"sub_adult","female","ghff",2018-07-27
"ACRED002","Redcliffe",11,"beta_2d_i",FALSE,"juve","male","ghff",2018-07-27
"ACRED002","Redcliffe",11,"beta_2d_ii",FALSE,"juve","male","ghff",2018-07-27
"ACRED002","Redcliffe",11,"beta_2d_iii",FALSE,"juve","male","ghff",2018-07-27
"ACRED002","Redcliffe",11,"beta_2d_iv",FALSE,"juve","male","ghff",2018-07-27
"ACRED002","Redcliffe",11,"beta_2d_v",FALSE,"juve","male","ghff",2018-07-27
"ACRED002","Redcliffe",11,"beta_2d_vi",FALSE,"juve","male","ghff",2018-07-27
"ACRED002","Redcliffe",12,"beta_2d_i",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",12,"beta_2d_ii",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",12,"beta_2d_iii",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",12,"beta_2d_iv",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",12,"beta_2d_v",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",12,"beta_2d_vi",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",13,"beta_2d_i",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",13,"beta_2d_ii",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",13,"beta_2d_iii",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",13,"beta_2d_iv",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",13,"beta_2d_v",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",13,"beta_2d_vi",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",15,"beta_2d_i",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",15,"beta_2d_ii",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",15,"beta_2d_iii",TRUE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",15,"beta_2d_iv",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",15,"beta_2d_v",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",15,"beta_2d_vi",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",17,"beta_2d_i",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",17,"beta_2d_ii",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",17,"beta_2d_iii",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",17,"beta_2d_iv",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",17,"beta_2d_v",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",17,"beta_2d_vi",FALSE,"juve","female","ghff",2018-07-27
"ACRED002","Redcliffe",19,"beta_2d_i",FALSE,"sub_adult","male","bff",2018-07-27
"ACRED002","Redcliffe",19,"beta_2d_ii",FALSE,"sub_adult","male","bff",2018-07-27
"ACRED002","Redcliffe",19,"beta_2d_iii",FALSE,"sub_adult","male","bff",2018-07-27
"ACRED002","Redcliffe",19,"beta_2d_iv",FALSE,"sub_adult","male","bff",2018-07-27
"ACRED002","Redcliffe",19,"beta_2d_v",TRUE,"sub_adult","male","bff",2018-07-27
"ACRED002","Redcliffe",19,"beta_2d_vi",FALSE,"sub_adult","male","bff",2018-07-27
"ACRED002","Redcliffe",20,"beta_2d_i",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",20,"beta_2d_ii",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",20,"beta_2d_iii",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",20,"beta_2d_iv",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",20,"beta_2d_v",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",20,"beta_2d_vi",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",22,"beta_2d_i",FALSE,"juve","male","bff",2018-07-27
"ACRED002","Redcliffe",22,"beta_2d_ii",FALSE,"juve","male","bff",2018-07-27
"ACRED002","Redcliffe",22,"beta_2d_iii",FALSE,"juve","male","bff",2018-07-27
"ACRED002","Redcliffe",22,"beta_2d_iv",FALSE,"juve","male","bff",2018-07-27
"ACRED002","Redcliffe",22,"beta_2d_v",FALSE,"juve","male","bff",2018-07-27
"ACRED002","Redcliffe",22,"beta_2d_vi",FALSE,"juve","male","bff",2018-07-27
"ACRED002","Redcliffe",23,"beta_2d_i",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",23,"beta_2d_ii",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",23,"beta_2d_iii",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",23,"beta_2d_iv",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",23,"beta_2d_v",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",23,"beta_2d_vi",FALSE,"juve","female","bff",2018-07-27
"ACRED002","Redcliffe",24,"beta_2d_i",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",24,"beta_2d_ii",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",24,"beta_2d_iii",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",24,"beta_2d_iv",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",24,"beta_2d_v",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",24,"beta_2d_vi",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",25,"beta_2d_i",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",25,"beta_2d_ii",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",25,"beta_2d_iii",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",25,"beta_2d_iv",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",25,"beta_2d_v",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",25,"beta_2d_vi",FALSE,"adult","male","bff",2018-07-27
"ACRED002","Redcliffe",27,"beta_2d_i",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",27,"beta_2d_ii",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",27,"beta_2d_iii",TRUE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",27,"beta_2d_iv",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",27,"beta_2d_v",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",27,"beta_2d_vi",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",32,"beta_2d_i",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",32,"beta_2d_ii",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",32,"beta_2d_iii",TRUE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",32,"beta_2d_iv",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",32,"beta_2d_v",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",32,"beta_2d_vi",FALSE,"sub_adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",34,"beta_2d_i",FALSE,"juve","female","ghff",2018-07-28
"ACRED002","Redcliffe",34,"beta_2d_ii",FALSE,"juve","female","ghff",2018-07-28
"ACRED002","Redcliffe",34,"beta_2d_iii",FALSE,"juve","female","ghff",2018-07-28
"ACRED002","Redcliffe",34,"beta_2d_iv",FALSE,"juve","female","ghff",2018-07-28
"ACRED002","Redcliffe",34,"beta_2d_v",FALSE,"juve","female","ghff",2018-07-28
"ACRED002","Redcliffe",34,"beta_2d_vi",FALSE,"juve","female","ghff",2018-07-28
"ACRED002","Redcliffe",36,"beta_2d_i",FALSE,"adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",36,"beta_2d_ii",FALSE,"adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",36,"beta_2d_iii",TRUE,"adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",36,"beta_2d_iv",FALSE,"adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",36,"beta_2d_v",FALSE,"adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",36,"beta_2d_vi",FALSE,"adult","female","ghff",2018-07-28
"ACRED002","Redcliffe",38,"beta_2d_i",FALSE,"adult","male","bff",2018-07-28
"ACRED002","Redcliffe",38,"beta_2d_ii",FALSE,"adult","male","bff",2018-07-28
"ACRED002","Redcliffe",38,"beta_2d_iii",FALSE,"adult","male","bff",2018-07-28
"ACRED002","Redcliffe",38,"beta_2d_iv",FALSE,"adult","male","bff",2018-07-28
"ACRED002","Redcliffe",38,"beta_2d_v",FALSE,"adult","male","bff",2018-07-28
"ACRED002","Redcliffe",38,"beta_2d_vi",FALSE,"adult","male","bff",2018-07-28
"ACRED002","Redcliffe",40,"beta_2d_i",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",40,"beta_2d_ii",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",40,"beta_2d_iii",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",40,"beta_2d_iv",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",40,"beta_2d_v",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",40,"beta_2d_vi",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",41,"beta_2d_i",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",41,"beta_2d_ii",TRUE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",41,"beta_2d_iii",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",41,"beta_2d_iv",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",41,"beta_2d_v",TRUE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",41,"beta_2d_vi",FALSE,"juve","female","bff",2018-07-28
"ACRED002","Redcliffe",42,"beta_2d_i",FALSE,"sub_adult","male","bff",2018-07-28
"ACRED002","Redcliffe",42,"beta_2d_ii",TRUE,"sub_adult","male","bff",2018-07-28
"ACRED002","Redcliffe",42,"beta_2d_iii",FALSE,"sub_adult","male","bff",2018-07-28
"ACRED002","Redcliffe",42,"beta_2d_iv",FALSE,"sub_adult","male","bff",2018-07-28
"ACRED002","Redcliffe",42,"beta_2d_v",FALSE,"sub_adult","male","bff",2018-07-28
"ACRED002","Redcliffe",42,"beta_2d_vi",FALSE,"sub_adult","male","bff",2018-07-28
"ACRED002","Redcliffe",43,"beta_2d_i",FALSE,"juve","male","ghff",2018-07-28
"ACRED002","Redcliffe",43,"beta_2d_ii",FALSE,"juve","male","ghff",2018-07-28
"ACRED002","Redcliffe",43,"beta_2d_iii",FALSE,"juve","male","ghff",2018-07-28
"ACRED002","Redcliffe",43,"beta_2d_iv",FALSE,"juve","male","ghff",2018-07-28
"ACRED002","Redcliffe",43,"beta_2d_v",FALSE,"juve","male","ghff",2018-07-28
"ACRED002","Redcliffe",43,"beta_2d_vi",FALSE,"juve","male","ghff",2018-07-28
"ACRED002","Redcliffe",52,"beta_2d_i",FALSE,"adult","male","bff",2018-07-29
"ACRED002","Redcliffe",52,"beta_2d_ii",FALSE,"adult","male","bff",2018-07-29
"ACRED002","Redcliffe",52,"beta_2d_iii",FALSE,"adult","male","bff",2018-07-29
"ACRED002","Redcliffe",52,"beta_2d_iv",FALSE,"adult","male","bff",2018-07-29
"ACRED002","Redcliffe",52,"beta_2d_v",FALSE,"adult","male","bff",2018-07-29
"ACRED002","Redcliffe",52,"beta_2d_vi",FALSE,"adult","male","bff",2018-07-29
"ACRED002","Redcliffe",59,"beta_2d_i",FALSE,"adult","male","ghff",2018-07-29
"ACRED002","Redcliffe",59,"beta_2d_ii",FALSE,"adult","male","ghff",2018-07-29
"ACRED002","Redcliffe",59,"beta_2d_iii",FALSE,"adult","male","ghff",2018-07-29
"ACRED002","Redcliffe",59,"beta_2d_iv",FALSE,"adult","male","ghff",2018-07-29
"ACRED002","Redcliffe",59,"beta_2d_v",FALSE,"adult","male","ghff",2018-07-29
"ACRED002","Redcliffe",59,"beta_2d_vi",FALSE,"adult","male","ghff",2018-07-29
"ACRED002","Redcliffe",63,"beta_2d_i",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",63,"beta_2d_ii",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",63,"beta_2d_iii",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",63,"beta_2d_iv",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",63,"beta_2d_v",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",63,"beta_2d_vi",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",64,"beta_2d_i",FALSE,"juve","male","ghff",2018-07-29
"ACRED002","Redcliffe",64,"beta_2d_ii",FALSE,"juve","male","ghff",2018-07-29
"ACRED002","Redcliffe",64,"beta_2d_iii",FALSE,"juve","male","ghff",2018-07-29
"ACRED002","Redcliffe",64,"beta_2d_iv",FALSE,"juve","male","ghff",2018-07-29
"ACRED002","Redcliffe",64,"beta_2d_v",FALSE,"juve","male","ghff",2018-07-29
"ACRED002","Redcliffe",64,"beta_2d_vi",FALSE,"juve","male","ghff",2018-07-29
"ACRED002","Redcliffe",66,"beta_2d_i",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",66,"beta_2d_ii",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",66,"beta_2d_iii",TRUE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",66,"beta_2d_iv",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",66,"beta_2d_v",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",66,"beta_2d_vi",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",70,"beta_2d_i",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",70,"beta_2d_ii",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",70,"beta_2d_iii",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",70,"beta_2d_iv",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",70,"beta_2d_v",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",70,"beta_2d_vi",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",71,"beta_2d_i",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",71,"beta_2d_ii",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",71,"beta_2d_iii",TRUE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",71,"beta_2d_iv",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",71,"beta_2d_v",FALSE,"juve","female","ghff",2018-07-29
"ACRED002","Redcliffe",71,"beta_2d_vi",FALSE,"juve","female","ghff",2018-07-29
"ACRED003","Redcliffe",2,"beta_2d_i",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",2,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",2,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",2,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",2,"beta_2d_v",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",2,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",3,"beta_2d_i",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",3,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",3,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",3,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",3,"beta_2d_v",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",3,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",4,"beta_2d_i",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",4,"beta_2d_ii",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",4,"beta_2d_iii",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",4,"beta_2d_iv",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",4,"beta_2d_v",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",4,"beta_2d_vi",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",5,"beta_2d_i",FALSE,"sub_adult","female","bff",2018-09-14
"ACRED003","Redcliffe",5,"beta_2d_ii",FALSE,"sub_adult","female","bff",2018-09-14
"ACRED003","Redcliffe",5,"beta_2d_iii",FALSE,"sub_adult","female","bff",2018-09-14
"ACRED003","Redcliffe",5,"beta_2d_iv",FALSE,"sub_adult","female","bff",2018-09-14
"ACRED003","Redcliffe",5,"beta_2d_v",FALSE,"sub_adult","female","bff",2018-09-14
"ACRED003","Redcliffe",5,"beta_2d_vi",FALSE,"sub_adult","female","bff",2018-09-14
"ACRED003","Redcliffe",6,"beta_2d_i",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",6,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",6,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",6,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",6,"beta_2d_v",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",6,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",7,"beta_2d_i",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",7,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",7,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",7,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",7,"beta_2d_v",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",7,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-14
"ACRED003","Redcliffe",9,"beta_2d_i",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",9,"beta_2d_ii",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",9,"beta_2d_iii",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",9,"beta_2d_iv",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",9,"beta_2d_v",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",9,"beta_2d_vi",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",10,"beta_2d_i",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",10,"beta_2d_ii",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",10,"beta_2d_iii",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",10,"beta_2d_iv",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",10,"beta_2d_v",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",10,"beta_2d_vi",FALSE,"adult","female","bff",2018-09-14
"ACRED003","Redcliffe",11,"beta_2d_i",FALSE,"juve","male","bff",2018-09-14
"ACRED003","Redcliffe",11,"beta_2d_ii",FALSE,"juve","male","bff",2018-09-14
"ACRED003","Redcliffe",11,"beta_2d_iii",FALSE,"juve","male","bff",2018-09-14
"ACRED003","Redcliffe",11,"beta_2d_iv",FALSE,"juve","male","bff",2018-09-14
"ACRED003","Redcliffe",11,"beta_2d_v",FALSE,"juve","male","bff",2018-09-14
"ACRED003","Redcliffe",11,"beta_2d_vi",FALSE,"juve","male","bff",2018-09-14
"ACRED003","Redcliffe",12,"beta_2d_i",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",12,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",12,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",12,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",12,"beta_2d_v",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",12,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",13,"beta_2d_i",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",13,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",13,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",13,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",13,"beta_2d_v",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",13,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",14,"beta_2d_i",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",14,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",14,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",14,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",14,"beta_2d_v",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",14,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-15
"ACRED003","Redcliffe",15,"beta_2d_i",FALSE,"sub_adult","female","bff",2018-09-16
"ACRED003","Redcliffe",15,"beta_2d_ii",FALSE,"sub_adult","female","bff",2018-09-16
"ACRED003","Redcliffe",15,"beta_2d_iii",FALSE,"sub_adult","female","bff",2018-09-16
"ACRED003","Redcliffe",15,"beta_2d_iv",FALSE,"sub_adult","female","bff",2018-09-16
"ACRED003","Redcliffe",15,"beta_2d_v",FALSE,"sub_adult","female","bff",2018-09-16
"ACRED003","Redcliffe",15,"beta_2d_vi",FALSE,"sub_adult","female","bff",2018-09-16
"ACRED003","Redcliffe",16,"beta_2d_i",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",16,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",16,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",16,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",16,"beta_2d_v",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",16,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",17,"beta_2d_i",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",17,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",17,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",17,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",17,"beta_2d_v",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",17,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",18,"beta_2d_i",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",18,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",18,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",18,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",18,"beta_2d_v",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",18,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",19,"beta_2d_i",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",19,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",19,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",19,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",19,"beta_2d_v",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",19,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",20,"beta_2d_i",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",20,"beta_2d_ii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",20,"beta_2d_iii",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",20,"beta_2d_iv",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",20,"beta_2d_v",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",20,"beta_2d_vi",FALSE,"adult","male","bff",2018-09-16
"ACRED003","Redcliffe",21,"beta_2d_i",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",21,"beta_2d_ii",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",21,"beta_2d_iii",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",21,"beta_2d_iv",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",21,"beta_2d_v",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",21,"beta_2d_vi",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",22,"beta_2d_i",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",22,"beta_2d_ii",FALSE,"adult","female","bff",2018-09-16
"ACRED003","Redcliffe",22,"beta_2d_iii",FALSE,"adult","female","bff",2018-09-16
