median,lower,upper,date,cluster
9.274111436671437e-4,1.4080806798932993e-5,0.003971826908281658,2018-07-28,beta 2d.i
9.278442403251331e-4,1.3842524647705385e-05,0.003949789987143526,2018-07-29,beta 2d.i
9.301801994423e-4,1.419978863467358e-5,0.003956478806896203,2018-08-03,beta 2d.i
9.331353083798209e-4,1.5156577045447446e-5,0.00385509328944628,2018-08-28,beta 2d.i
9.333247843783445e-4,1.5208622463605464e-5,0.00389001128308259,2018-08-29,beta 2d.i
9.259864238593878e-4,1.552238575424353e-5,0.0038753868076231777,2018-08-31,beta 2d.i
9.214949290967751e-4,1.571150712181545e-5,0.0038778955291818677,2018-09-01,beta 2d.i
9.109066543235723e-4,1.5509895396393156e-5,0.003900439537863234,2018-09-08,beta 2d.i
9.08784681999611e-4,1.5159829561162471e-5,0.0039059140427958354,2018-09-09,beta 2d.i
9.088589400970778e-4,1.48308388027945e-5,0.003877461158703476,2018-09-10,beta 2d.i
9.069936116811524e-4,1.4530502160216892e-5,0.0038635826648650753,2018-09-11,beta 2d.i
9.040144601992411e-4,1.491003679029748e-5,0.003829504913434493,2018-09-14,beta 2d.i
8.998691762654978e-4,1.4923988854196356e-5,0.0038330980605106864,2018-09-15,beta 2d.i
8.957038973910531e-4,1.4884080111013851e-5,0.0038346831086668305,2018-09-16,beta 2d.i
8.936351975405895e-4,1.4981058912050334e-5,0.0037941551879493236,2018-09-17,beta 2d.i
8.982787649571483e-4,1.562152608009107e-5,0.003835732533867446,2018-10-25,beta 2d.i
9.018418884276171e-4,1.5218273594627184e-5,0.0038426164166244416,2018-10-26,beta 2d.i
9.004457354386127e-4,1.5243043239076686e-5,0.0038492854443584468,2018-10-27,beta 2d.i
9.084885658369125e-4,1.4280579150035333e-5,0.0038412348445244046,2018-10-31,beta 2d.i
9.091368370288737e-4,1.4792179712673838e-5,0.0038485084678530506,2018-11-01,beta 2d.i
9.024575210524444e-4,1.5416810062745977e-5,0.004058362185494575,2018-11-26,beta 2d.i
9.034138422975123e-4,1.5379897479591342e-5,0.004064475782256879,2018-11-27,beta 2d.i
9.031880757428153e-4,1.5630425464916456e-5,0.004084491428277761,2018-11-29,beta 2d.i
9.055232337664954e-4,1.5528997591833804e-5,0.004079478392516357,2018-11-30,beta 2d.i
9.155843360661646e-4,1.643752056292091e-5,0.004081347812546202,2018-12-08,beta 2d.i
9.200715815653045e-4,1.6184245890351493e-5,0.004079552963890213,2018-12-09,beta 2d.i
9.205021671717994e-4,1.6163550892972954e-5,0.004091962091653536,2018-12-10,beta 2d.i
9.305253868602033e-4,1.6974997968377723e-5,0.0041577015597296105,2018-12-14,beta 2d.i
9.287883111365683e-4,1.7432669966499787e-5,0.00416558654741785,2018-12-18,beta 2d.i
9.326566627565772e-4,1.7508679973772203e-5,0.004158046830208436,2018-12-19,beta 2d.i
9.860388908793233e-4,2.279405005930214e-5,0.004197609216857685,2019-01-11,beta 2d.i
0.001026979629486842,3.3355411116910475e-5,0.004149268855952405,2019-01-23,beta 2d.i
0.0010305378905191248,3.337635477223498e-5,0.004148543147170955,2019-01-24,beta 2d.i
0.0010347353548054766,3.370315538364426e-5,0.0041942926017613106,2019-01-26,beta 2d.i
0.0010441621521997664,3.6098480588019764e-5,0.0041776844745247356,2019-01-29,beta 2d.i
0.0011260606606912638,5.690492268493921e-5,0.004487541376393364,2019-02-14,beta 2d.i
0.0012065211533305534,8.015802015377802e-5,0.004810479807348476,2019-02-26,beta 2d.i
0.0012126795350537202,8.081310884912415e-5,0.004797061243579127,2019-02-27,beta 2d.i
0.001221754008607867,8.327493074073984e-5,0.004828557038259154,2019-02-28,beta 2d.i
0.0012716001225529755,9.804773116204858e-5,0.005050937443544927,2019-03-06,beta 2d.i
0.001292194528374419,1.0129725415878811e-4,0.0051686763897007305,2019-03-08,beta 2d.i
0.0013016170747703626,1.0416220542164428e-4,0.005248481924840048,2019-03-09,beta 2d.i
0.0013113189851238925,1.0724893236666819e-4,0.005313515081301436,2019-03-10,beta 2d.i
0.001318554851801981,1.1001861698969194e-4,0.005337219475462571,2019-03-11,beta 2d.i
0.001346472767464277,1.2248273531310328e-4,0.0056127146399826714,2019-03-14,beta 2d.i
0.0013574677022531985,1.249363876324821e-4,0.005676471412078895,2019-03-15,beta 2d.i
0.0013621367888551304,1.2540964651994461e-4,0.00569357105783024,2019-03-16,beta 2d.i
0.0013657570765572857,1.2761515061911733e-4,0.0057381087380518146,2019-03-17,beta 2d.i
0.0013711970202015826,1.2923855168828468e-4,0.005779099920216701,2019-03-18,beta 2d.i
0.0017173588720862916,2.9011537513018746e-4,0.0076903892816689405,2019-04-29,beta 2d.i
0.0017412216121204332,2.953664600897156e-4,0.007793159415648174,2019-05-02,beta 2d.i
0.001745692782467795,2.9785925251009517e-4,0.007779486016327019,2019-05-03,beta 2d.i
0.0017751122575520202,3.191628415330546e-4,0.007980755781742187,2019-05-07,beta 2d.i
0.0018267607648143837,3.522114189371589e-4,0.008188999965292938,2019-05-14,beta 2d.i
0.001827788898655996,3.5076484208975106e-4,0.008226208441985074,2019-05-15,beta 2d.i
0.0018364537943874244,3.512838954063439e-4,0.00820278681682008,2019-05-16,beta 2d.i
0.00184233810499834,3.5611548540215646e-4,0.008257417178437827,2019-05-17,beta 2d.i
0.0019129734092524424,3.7592316651889623e-4,0.008976767601726962,2019-05-28,beta 2d.i
0.0019171642435777726,3.7001330748417715e-4,0.009075669682364057,2019-05-29,beta 2d.i
0.0019245395655855195,3.693239386514513e-4,0.009143411646765003,2019-05-30,beta 2d.i
0.0019297934583131678,3.7143586938196506e-4,0.009107893295846076,2019-05-31,beta 2d.i
0.002130884542202427,4.16654904562799e-4,0.01073310179802573,2019-06-24,beta 2d.i
0.0021974526314650833,4.3602284369963153e-4,0.011601783333653748,2019-07-01,beta 2d.i
0.0022095859070175895,4.401900460085097e-4,0.011726256845415362,2019-07-02,beta 2d.i
0.0022774642398068687,4.570304710730748e-4,0.012259150840242913,2019-07-09,beta 2d.i
0.002402964127273533,5.145037871492991e-4,0.013223223216123813,2019-07-23,beta 2d.i
0.002483905900241861,5.652299996232366e-4,0.012232268294584509,2019-08-26,beta 2d.i
0.002465349949893254,5.685638958921989e-4,0.012158701942126302,2019-08-27,beta 2d.i
0.002453464008722863,5.686047073016074e-4,0.012100816737031995,2019-08-28,beta 2d.i
0.0024459666108352838,5.67473967332544e-4,0.011972187463216717,2019-08-30,beta 2d.i
0.0024317769699081586,5.662656966436873e-4,0.011902650991738725,2019-08-31,beta 2d.i
0.0023984693687786954,5.594492831411562e-4,0.01166446202563909,2019-09-03,beta 2d.i
0.002390279429110695,5.587871055193376e-4,0.011624140027694975,2019-09-04,beta 2d.i
0.002381278601473143,5.537087131424815e-4,0.011525684636996707,2019-09-05,beta 2d.i
0.002374395372788329,5.450160226520487e-4,0.011378895779840562,2019-09-06,beta 2d.i
0.002321553331502567,5.212745833315084e-4,0.011093873367785088,2019-09-10,beta 2d.i
0.002307071817193367,5.135801073334069e-4,0.010919426141315709,2019-09-11,beta 2d.i
0.0022986044630548988,5.113792440095189e-4,0.010781678888222278,2019-09-12,beta 2d.i
0.002289728270079835,5.043447874889817e-4,0.01067658912038673,2019-09-13,beta 2d.i
0.0016372889981998281,1.821637066215671e-4,0.006914095871631972,2019-10-24,beta 2d.i
0.001619690181478418,1.7584010156419878e-4,0.006797763412349185,2019-10-25,beta 2d.i
0.0015792824812247176,1.5628367987821325e-4,0.006566601896393897,2019-10-28,beta 2d.i
0.0015676394405258842,1.5079579851162787e-4,0.00651744141480172,2019-10-29,beta 2d.i
0.0015500843154054311,1.4534842041170385e-4,0.006423707570833353,2019-10-30,beta 2d.i
0.0012670911025990583,5.0647432741070806e-5,0.005490517056393598,2019-12-03,beta 2d.i
0.0012567460158669182,4.8775602704111655e-5,0.005483886197488348,2019-12-04,beta 2d.i
0.0012513297895388258,4.706214085102468e-5,0.005472388438064749,2019-12-05,beta 2d.i
0.001243618936633233,4.559082261664518e-5,0.005446391193898626,2019-12-06,beta 2d.i
0.0012224028511150517,4.050442946317424e-5,0.005408668501054848,2019-12-10,beta 2d.i
0.0012218363029514365,4.104575464248549e-5,0.005451542723297612,2019-12-11,beta 2d.i
0.0012194384763795614,4.1070581342327973e-5,0.00547778193858871,2019-12-12,beta 2d.i
0.0012119873948911555,4.080740707872289e-5,0.005482268453384515,2019-12-13,beta 2d.i
0.0010716506955392357,2.163477365944774e-5,0.005292931846279001,2020-03-03,beta 2d.i
0.0010713483458373995,2.16656801484454e-5,0.005276396201070643,2020-03-04,beta 2d.i
0.0010704196256751076,2.105712419413947e-5,0.005257185088973775,2020-03-05,beta 2d.i
0.0010675949545374576,2.0255406513582543e-5,0.00521309227032069,2020-03-06,beta 2d.i
0.0010641780964183094,2.0597877528065156e-5,0.005231186726161594,2020-03-10,beta 2d.i
0.0010630150143296651,2.0272920205917794e-5,0.005274838160349182,2020-03-11,beta 2d.i
0.0010634512681326094,2.046860889471378e-5,0.005263148599698315,2020-03-12,beta 2d.i
0.0010095357067718088,1.7604275153670688e-5,0.004817892642580005,2020-05-05,beta 2d.i
0.0010077423580403717,1.8218212687968827e-5,0.00479035484189553,2020-05-06,beta 2d.i
0.001003976709383284,1.858865581728336e-5,0.004777721198757113,2020-05-07,beta 2d.i
0.0010048368659771995,1.8490364451245273e-5,0.00475201416932807,2020-05-12,beta 2d.i
0.0010049275078901744,1.832634647469441e-5,0.004720367693114282,2020-05-13,beta 2d.i
0.0010094866869192888,1.8222868749934637e-5,0.004700658020916675,2020-05-14,beta 2d.i
0.0010087448151009282,1.865688081436633e-5,0.0046950692692130595,2020-05-15,beta 2d.i
0.001011093343717162,1.8302523574161953e-5,0.004490658161361567,2020-07-07,beta 2d.i
0.0010134404919920743,1.8684101149619838e-5,0.004522320380918388,2020-07-08,beta 2d.i
0.001014702511742443,1.9180134270626318e-5,0.0045233157750717515,2020-07-09,beta 2d.i
0.0010159985373804207,1.9500831408346753e-5,0.004530829500243456,2020-07-10,beta 2d.i
0.0010218007370528847,1.7981780745972813e-5,0.00453876430925785,2020-07-15,beta 2d.i
0.0010215538417600867,1.8050311631320174e-5,0.004602887917869231,2020-07-16,beta 2d.i
0.0010222816947834527,1.759276251368567e-5,0.004524079702745223,2020-07-17,beta 2d.i
0.0010228728812429978,2.221452896893614e-5,0.004772617817262303,2020-08-28,beta 2d.i
0.0010239876413434125,2.0524907612500837e-5,0.00486839668238324,2020-09-01,beta 2d.i
0.001022637939617674,1.9563869212490134e-5,0.004898811476234455,2020-09-02,beta 2d.i
0.0010269965546897074,1.8652701943970726e-5,0.004904368931173276,2020-09-03,beta 2d.i
0.0010280356782486298,1.9071728429816182e-5,0.004942456970978587,2020-09-04,beta 2d.i
0.0010316776766486702,1.951930653489295e-5,0.00495745174957228,2020-09-05,beta 2d.i
0.00103034532034119,2.0323554299527036e-5,0.004984393413133314,2020-09-07,beta 2d.i
0.0010286510792932749,2.0561086283720595e-05,0.005016894537102774,2020-09-08,beta 2d.i
0.0010298139539051678,2.0485444596803727e-5,0.0050408075814363604,2020-09-09,beta 2d.i
0.0011993921284935176,2.972971630773657e-5,0.0075361400302036185,2020-12-08,beta 2d.i
0.0012014654419197858,3.0113563237390316e-5,0.007610896122126658,2020-12-09,beta 2d.i
0.0012029730884259412,3.0396311104954825e-5,0.007797283894004531,2020-12-15,beta 2d.i
0.0012039451909316694,3.078646427602639e-5,0.00791578876707743,2020-12-16,beta 2d.i
0.0012028031513734495,3.055628451366943e-5,0.008023291528606525,2020-12-17,beta 2d.i
0.0013308507468700777,2.908637878241804e-5,0.011283951389553062,2017-07-13,beta 2d.i
0.0013176987129076903,3.1641387829922905e-5,0.011394023921657448,2017-07-23,beta 2d.i
0.001322478620831737,2.8222045280116762e-5,0.010589982562734699,2017-08-02,beta 2d.i
0.0013151038744956636,3.1334972128148225e-5,0.01039703181460548,2017-08-12,beta 2d.i
0.0013044344833052068,3.0742461821353496e-5,0.009662630781541897,2017-08-22,beta 2d.i
0.0012808916867236904,2.8633444181383333e-5,0.009358812443359541,2017-09-01,beta 2d.i
0.0012690418438641331,3.322962629710366e-5,0.008186288640243511,2017-09-11,beta 2d.i
0.001247805918279728,3.3242130016885575e-5,0.007941613286856152,2017-09-21,beta 2d.i
0.0012265349003030284,3.018594389140384e-5,0.007606798467659992,2017-10-01,beta 2d.i
0.0012121922330093013,2.956866316768869e-5,0.007085642250017468,2017-10-11,beta 2d.i
0.0011936833989457493,2.9384631154387263e-5,0.006750172297961456,2017-10-21,beta 2d.i
0.0011783320236138425,2.7588847117370853e-5,0.006767677859230603,2017-10-31,beta 2d.i
0.001179814757846487,2.6159420078083905e-5,0.006588230498836146,2017-11-10,beta 2d.i
0.0011736292928300445,2.3930027509731824e-5,0.0064361263782416874,2017-11-20,beta 2d.i
0.0011681454229654023,2.519097775969573e-5,0.006563475625429159,2017-11-30,beta 2d.i
0.0011586790460096945,2.5160382554943462e-5,0.006510670612363054,2017-12-10,beta 2d.i
0.00115870263094096,2.37669648512493e-5,0.006194230578864647,2017-12-20,beta 2d.i
0.0011467367462292138,2.2969466415021056e-5,0.005905569646487534,2017-12-30,beta 2d.i
0.0011615397460085276,2.109769535399504e-5,0.006034522325537636,2018-01-09,beta 2d.i
0.001144301152808535,2.4225391511548908e-5,0.005928134668523037,2018-01-19,beta 2d.i
0.00113815992788978,2.5756667733641853e-5,0.005726436183024399,2018-01-29,beta 2d.i
0.0011414951158550287,2.2865306333457626e-5,0.0057364555415405204,2018-02-08,beta 2d.i
0.0011367484363647435,2.5392066034409935e-5,0.005606512672739606,2018-02-18,beta 2d.i
0.0011254297688064005,2.5121887397151572e-5,0.005357560593750449,2018-02-28,beta 2d.i
0.0011111024870010915,2.410735461473279e-5,0.005292002457537278,2018-03-10,beta 2d.i
0.0010913923869098445,2.1835327341112593e-5,0.00517228652400743,2018-03-20,beta 2d.i
0.0010677490032897671,2.061138350331925e-5,0.0048322915452497384,2018-03-30,beta 2d.i
0.0010552913636353793,2.0302913139789964e-5,0.004767961413345758,2018-04-09,beta 2d.i
0.001040517851719293,2.0042415016907595e-5,0.004648861201996015,2018-04-19,beta 2d.i
0.0010249130537433912,2.1139517523069136e-5,0.004581196001782052,2018-04-29,beta 2d.i
0.001018480601433634,2.075734325201545e-5,0.004527912198398022,2018-05-09,beta 2d.i
0.0010192587509856102,2.0067852763791032e-5,0.004456659414013757,2018-05-19,beta 2d.i
0.0010044296825885638,2.0504522821048304e-5,0.004417872122373876,2018-05-29,beta 2d.i
0.0010011901640593474,1.9387134243294746e-5,0.0043954504022175375,2018-06-08,beta 2d.i
9.769369036152949e-4,1.6260607052011188e-5,0.004379094136074776,2018-06-18,beta 2d.i
9.648055612596904e-4,1.60984685433428e-5,0.0043136976289971955,2018-06-28,beta 2d.i
9.546280332355199e-4,1.558632691359752e-5,0.004264185919692985,2018-07-08,beta 2d.i
9.389240768977448e-4,1.5731832894080245e-5,0.0040656261422059295,2018-07-18,beta 2d.i
9.274272330836661e-4,1.4082083022424764e-5,0.003971310888732023,2018-07-28,beta 2d.i
9.359290569511326e-4,1.4721946507079106e-5,0.00399346914419719,2018-08-07,beta 2d.i
9.334328689971715e-4,1.47596770770136e-5,0.0038161057606180553,2018-08-17,beta 2d.i
9.313286002978825e-4,1.5041172492937206e-5,0.003850221174978565,2018-08-27,beta 2d.i
9.122011365503493e-4,1.5558403658041802e-5,0.003909094663804106,2018-09-06,beta 2d.i
8.956326687434201e-4,1.4884232554494632e-5,0.003835020697861689,2018-09-16,beta 2d.i
8.943266890598423e-4,1.4923198430288244e-5,0.0037529102458710496,2018-09-26,beta 2d.i
8.884794682743875e-4,1.403459288615654e-5,0.003778717713356519,2018-10-06,beta 2d.i
8.989668686098716e-4,1.538855002762316e-5,0.0037981762499901288,2018-10-16,beta 2d.i
9.01763969060083e-4,1.5219467400565384e-5,0.003842964452687575,2018-10-26,beta 2d.i
9.047265926358176e-4,1.4804570969383889e-5,0.0038729847935571587,2018-11-05,beta 2d.i
9.089664979189723e-4,1.4784686358497855e-5,0.003923048572775328,2018-11-15,beta 2d.i
8.997407311461982e-4,1.5049653432902289e-5,0.004056330298511146,2018-11-25,beta 2d.i
9.150366187091048e-4,1.610303072658104e-5,0.004098418818576756,2018-12-05,beta 2d.i
9.300678292614882e-4,1.740313284023283e-5,0.004160748932447049,2018-12-15,beta 2d.i
9.414631387145832e-4,1.972132534364183e-5,0.004236419190648961,2018-12-25,beta 2d.i
9.633546414511335e-4,2.1299083765180743e-5,0.004247208457614889,2019-01-04,beta 2d.i
0.0010010795809963446,2.4681338116236286e-5,0.004187155608280203,2019-01-14,beta 2d.i
0.0010305502056315256,3.3370997644600646e-5,0.004149891908684965,2019-01-24,beta 2d.i
0.0010624355110239363,3.991918933438301e-5,0.004244032436972182,2019-02-03,beta 2d.i
0.0011209431954619195,5.5671579562800586e-5,0.0045046779139870105,2019-02-13,beta 2d.i
0.001185035884518838,7.541110997083902e-5,0.004713334472267876,2019-02-23,beta 2d.i
0.0012601878341407784,9.518339461332608e-5,0.0050202641279024724,2019-03-05,beta 2d.i
0.001357415400376979,1.249272860509408e-4,0.005675820382512651,2019-03-15,beta 2d.i
0.001431444672232938,1.5747635678779317e-4,0.006258921582752224,2019-03-25,beta 2d.i
0.0015105019065205002,1.896031854151867e-4,0.006605021392187348,2019-04-04,beta 2d.i
0.001604878038257287,2.3567928486482534e-4,0.006980917158897784,2019-04-14,beta 2d.i
0.0016742066192661892,2.723897837144104e-4,0.007577829398583847,2019-04-24,beta 2d.i
0.0017514307406555133,3.048199752173083e-4,0.007796827670929793,2019-05-04,beta 2d.i
0.001826766268377461,3.5219009495871803e-4,0.00818862842850008,2019-05-14,beta 2d.i
0.001890417018293811,3.680874890458545e-4,0.008788556910432765,2019-05-24,beta 2d.i
0.001962224084533926,3.7702357157377863e-4,0.009199795551208784,2019-06-03,beta 2d.i
0.002039178133307591,4.0591812666401365e-4,0.00975030251854033,2019-06-13,beta 2d.i
0.0021209914683351307,4.158991331598631e-4,0.010607745426727834,2019-06-23,beta 2d.i
0.002213752460116983,4.4434310295713006e-4,0.011716583916311698,2019-07-03,beta 2d.i
0.0023050984924779996,4.7847537578275253e-4,0.012711905551047894,2019-07-13,beta 2d.i
0.002403009490026856,5.143839281476463e-4,0.013223408989426649,2019-07-23,beta 2d.i
0.0024774078879768588,5.39626000375101e-4,0.013041732181085477,2019-08-02,beta 2d.i
0.00250617362233875,5.55262546216563e-4,0.012833073822963103,2019-08-12,beta 2d.i
0.002517064141123545,5.635809648264144e-4,0.012625723211339082,2019-08-22,beta 2d.i
0.002421073690614959,5.669465476431868e-4,0.011756739497982819,2019-09-01,beta 2d.i
0.0023068896626768295,5.136334231736988e-4,0.01091848166512862,2019-09-11,beta 2d.i
0.002129464281187406,4.619323052307019e-4,0.009909075964413773,2019-09-21,beta 2d.i
0.0019820668362666403,3.7158898217079414e-4,0.00900973483743597,2019-10-01,beta 2d.i
0.0018335340883898863,2.8629656832453485e-4,0.008101282624769517,2019-10-11,beta 2d.i
0.0016764346368050831,2.0070608454964288e-4,0.0072827487146366965,2019-10-21,beta 2d.i
0.0015381191748312087,1.3928673869324624e-4,0.00631600986106764,2019-10-31,beta 2d.i
0.001414682329865958,9.826293811353824e-5,0.005920713197278585,2019-11-10,beta 2d.i
0.0013400751928060142,7.040181562614067e-5,0.00568756073638095,2019-11-20,beta 2d.i
0.001280354140046187,5.5921427456821304e-5,0.005484057764311974,2019-11-30,beta 2d.i
0.001222457115614686,4.049992375342007e-5,0.005409108397474749,2019-12-10,beta 2d.i
0.0011862231851469133,3.6323842346322764e-5,0.005362636230155954,2019-12-20,beta 2d.i
0.0011560615247682697,2.8571950468343402e-5,0.005410741742616799,2019-12-30,beta 2d.i
0.0011430040851378234,2.518588572158626e-5,0.005479503932749974,2020-01-09,beta 2d.i
0.0011156660732734667,2.2644572551816558e-5,0.005511839716650056,2020-01-19,beta 2d.i
0.0011089036652864581,2.170779202919247e-5,0.005425419796674829,2020-01-29,beta 2d.i
0.0011094380006697018,2.1221130461324228e-5,0.00547606477301249,2020-02-08,beta 2d.i
0.0011007563363763333,2.044692783174152e-5,0.005313526660248262,2020-02-18,beta 2d.i
0.0010760987803853613,2.147950735819795e-5,0.005262388663088773,2020-02-28,beta 2d.i
0.0010667965087330768,2.0594066158959007e-5,0.005222686638002859,2020-03-09,beta 2d.i
0.00104819421021384,1.966861384432989e-5,0.005052200145177623,2020-03-19,beta 2d.i
0.001041664962762325,1.948921182593622e-5,0.005033189521891039,2020-03-29,beta 2d.i
0.0010343775840784147,2.0895953877198222e-5,0.005051809851217395,2020-04-08,beta 2d.i
0.0010271431479601674,1.819618938535649e-5,0.004976096459017143,2020-04-18,beta 2d.i
0.001000946143536747,1.824406469831012e-5,0.004835062348124142,2020-04-28,beta 2d.i
0.0010055779454635164,1.8726608881538704e-5,0.0047710834678552526,2020-05-08,beta 2d.i
0.0010060783357073845,1.849906831845921e-5,0.0047101312415385515,2020-05-18,beta 2d.i
0.0010078639855519013,1.742722636552007e-5,0.004793853575025271,2020-05-28,beta 2d.i
0.0010020812106707564,1.4964994923085444e-5,0.004678314353694728,2020-06-07,beta 2d.i
0.0010062073131134612,1.8656140131816553e-5,0.004474051689603598,2020-06-17,beta 2d.i
0.0010044129247372077,1.9217335742504056e-5,0.004468941086427189,2020-06-27,beta 2d.i
0.0010113631645752024,1.8300864782636547e-5,0.004491227262563163,2020-07-07,beta 2d.i
0.001022392885816959,1.7592924982644848e-5,0.004523265809988945,2020-07-17,beta 2d.i
0.0010164435988223044,1.8763523465789266e-5,0.004601763978121769,2020-07-27,beta 2d.i
0.001013691417127396,1.8387992556085677e-5,0.0047027373532446855,2020-08-06,beta 2d.i
0.001023236438243327,2.0527664434014046e-5,0.004733351542284508,2020-08-16,beta 2d.i
0.0010237850739189724,2.0823532177282247e-5,0.004732595174525296,2020-08-26,beta 2d.i
0.0010315799676804188,1.95258378448459e-5,0.004956819837490374,2020-09-05,beta 2d.i
0.0010347830572914063,2.1952067735108615e-5,0.005175894653905049,2020-09-15,beta 2d.i
0.0010483580760073982,2.2142740206981547e-5,0.005353214886171416,2020-09-25,beta 2d.i
0.0010750914656684084,2.3422540204589845e-5,0.005557257846555725,2020-10-05,beta 2d.i
0.0011036136794379413,2.4319416054253805e-5,0.005724372286203169,2020-10-15,beta 2d.i
0.0011224980774203015,2.4407963238862542e-5,0.006088530048232202,2020-10-25,beta 2d.i
0.0011396210264909765,2.465120238116119e-5,0.006634253765558956,2020-11-04,beta 2d.i
0.001166390296087834,2.5428183964257037e-5,0.006982230335337155,2020-11-14,beta 2d.i
0.0011818756320411505,2.7011615550781753e-5,0.007271649357067328,2020-11-24,beta 2d.i
0.0011913901575550333,2.893197748762322e-5,0.007572307042526456,2020-12-04,beta 2d.i
0.0012019458654960477,3.0503479666524693e-5,0.007678626706854911,2020-12-14,beta 2d.i
0.0012146483619544337,3.111213541492539e-5,0.008076699269046972,2020-12-24,beta 2d.i
0.0012468182797998229,3.372727527721298e-5,0.008072768147907989,2021-01-03,beta 2d.i
0.0012783842929643152,3.6904383559323847e-5,0.008730454438003701,2021-01-13,beta 2d.i
0.010731913469412335,7.586324632814561e-4,0.046053600860013616,2017-08-12,beta 2d.ii
0.009776030579226281,0.00080587187511276285,0.03461398025956867,2017-09-08,beta 2d.ii
0.009249723450387052,8.350511276660728e-4,0.028014804610179397,2017-10-08,beta 2d.ii
0.009472709277504656,0.0010862113694839685,0.027144423497862852,2017-10-31,beta 2d.ii
0.010382737192839052,0.0016659596560914607,0.029055608176733937,2017-11-23,beta 2d.ii
0.012279044576938935,0.0026366067452944153,0.034964350095596126,2017-12-18,beta 2d.ii
0.013903234117784543,0.0036681920062029264,0.04531980944929317,2018-01-22,beta 2d.ii
0.012734562181978026,0.003001017185715357,0.03783539762275248,2018-02-20,beta 2d.ii
0.012155546850827417,0.0026672105676914235,0.03551940307368458,2018-03-01,beta 2d.ii
0.011249936648065364,0.00210366914553525,0.031470388352351754,2018-03-13,beta 2d.ii
0.00923639706481875,0.0017198362719633934,0.022779567346852932,2018-04-26,beta 2d.ii
0.009236507427217143,0.0017263239508614001,0.022766387167111667,2018-04-27,beta 2d.ii
0.009203636394357399,0.0017732692200457774,0.02272155655890631,2018-04-29,beta 2d.ii
0.00991089289952476,0.0022894796315278704,0.023037560102571138,2018-05-25,beta 2d.ii
0.009944721731646908,0.002311232376786665,0.023104464196725627,2018-05-26,beta 2d.ii
0.01000003512022737,0.002344108919322796,0.023151389576042795,2018-05-27,beta 2d.ii
0.010334414202474499,0.002613321988967871,0.024332285243010083,2018-06-03,beta 2d.ii
0.010369913539030792,0.00263278176424967,0.024549682492033896,2018-06-04,beta 2d.ii
0.01043149069387314,0.0026436663757729998,0.024827316388444005,2018-06-05,beta 2d.ii
0.010539373735841672,0.0027170600346881676,0.025236382803453455,2018-06-07,beta 2d.ii
0.01204161640218456,0.0037354974079148893,0.027576898638436088,2018-06-28,beta 2d.ii
0.012095398616924012,0.003774014587273211,0.027772969627878175,2018-06-29,beta 2d.ii
